version,run_id,created_at,client_domain,market,language,mode,competitors,slider_detected,slider_method,slides_attempted,blocked,screenshots_count,slides_count,site_screens_ms,semrush_authority_score,semrush_organic_traffic,semrush_organic_keywords,semrush_paid_traffic,semrush_backlinks,semrush_authority_score_reason,semrush_organic_traffic_reason,semrush_organic_keywords_reason,semrush_paid_traffic_reason,semrush_backlinks_reason
0.1,2026-01-11__103telemed.pl__sales__ru,2026-01-11T20:18:35.665329+00:00,103telemed.pl,Global,ru,sales,telemedpolska.pl,True,dots,True,False,18,2,8744,6,10,5,0,95,,,,,
