version,run_id,created_at,client_domain,market,language,mode,competitors,slider_detected,slider_method,slides_attempted,screenshots_count,slides_count,site_screens_ms
0.1,2025-12-19__weimpa.com__sales__en,2025-12-19T15:43:56.079544+00:00,weimpa.com,Global,en,sales,,False,,False,1,0,18919
