version,run_id,created_at,client_domain,market,language,mode,competitors,slider_detected,slider_method,slides_attempted,blocked,screenshots_count,slides_count,site_screens_ms,semrush_authority_score,semrush_organic_traffic,semrush_organic_keywords,semrush_paid_traffic,semrush_backlinks,semrush_authority_score_reason,semrush_organic_traffic_reason,semrush_organic_keywords_reason,semrush_paid_traffic_reason,semrush_backlinks_reason
0.1,2026-01-10__weimpa.com__sales__en,2026-01-10T14:05:46.962678+00:00,weimpa.com,Global,en,sales,,True,ArrowRight,True,False,7,5,16889,,,,,,нет данных на предоставленном скрине,нет данных на предоставленном скрине,нет данных на предоставленном скрине,нет данных на предоставленном скрине,нет данных на предоставленном скрине
