version,run_id,created_at,client_domain,market,language,mode,competitors,slider_detected,slider_method,slides_attempted,blocked,screenshots_count,slides_count,site_screens_ms,semrush_authority_score,semrush_organic_traffic,semrush_organic_keywords,semrush_paid_traffic,semrush_backlinks,semrush_authority_score_reason,semrush_organic_traffic_reason,semrush_organic_keywords_reason,semrush_paid_traffic_reason,semrush_backlinks_reason
0.1,2026-01-10__yasmina.yango.com__sales__en,2026-01-10T11:05:30.434114+00:00,yasmina.yango.com,Global,en,sales,cimalight.co,False,,False,True,2,0,3610,,,,,,нет данных на предоставленном скрине,нет данных на предоставленном скрине,нет данных на предоставленном скрине,нет данных на предоставленном скрине,нет данных на предоставленном скрине
