version,run_id,created_at,client_domain,market,language,mode,competitors,slider_detected,slider_method,slides_attempted,screenshots_count,slides_count,site_screens_ms
0.1,2025-12-18__youtube.com__sales__en,2025-12-18T17:32:44.605331+00:00,youtube.com,Global,en,sales,,False,,False,1,0,4393
