version,run_id,created_at,client_domain,market,language,mode,competitors,slider_detected,slider_method,slides_attempted,screenshots_count,slides_count,site_screens_ms
0.1,2025-12-18__weimpa.com__sales__en,2025-12-18T19:07:18.180345+00:00,weimpa.com,Global,en,sales,brightcall.ai,True,ArrowRight,True,7,5,19446
